# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
1.546903439900150374e+02,3.285958094252691239e+02,6.961423824507972924e-01,-1.058092218288264191e-01,2.666413276866107587e-03
1.577911000176282528e+02,3.286089461955009483e+02,4.943203565878152017e-01,-1.077942234886761358e-01,1.719056157170588232e-03
1.609540104609259572e+02,3.281254615666410928e+02,4.883858642212231538e-01,-1.089895979818809452e-01,2.029612311813580247e-03
1.641803212003826786e+02,3.286412202006302437e+02,7.401754974018928124e-01,-1.116331690365800766e-01,1.932159260562682892e-03
1.674713030900499007e+02,3.284401635549232878e+02,7.774166279867645857e-01,-1.138227511495204514e-01,1.445167391492614608e-03
1.708282524581514110e+02,3.281386979742886751e+02,6.202286408831415576e-01,-1.160360524572664753e-01,1.632529535920091259e-03
1.742524916177101488e+02,3.283593227910008636e+02,5.673315578720021790e-01,-1.187296452860866075e-01,2.158499976835385505e-03
1.777453693874116993e+02,3.280743821479800886e+02,4.579427696572981876e-01,-1.202394792273739910e-01,1.541271506469536973e-03
1.813082616229083328e+02,3.281732203740704676e+02,8.027939288585049793e-01,-1.234485143391274298e-01,1.733879071314801739e-03
1.849425717587728286e+02,3.277601893793528234e+02,5.016975015756739431e-01,-1.263784588133644582e-01,1.877122681779518857e-03
1.886497313613159008e+02,3.277637514540948587e+02,6.526374788941788907e-01,-1.278435047666444113e-01,2.254290574751133345e-03
1.924312006924846514e+02,3.278757085542185337e+02,6.984288895869881220e-01,-1.312429180447946542e-01,1.992513420261226870e-03
1.962884692850643944e+02,3.277641244457061021e+02,3.424987302580445592e-01,-1.328529607458781014e-01,1.661872795829854492e-03
2.002230565294103712e+02,3.274810867795782769e+02,6.323781607103750035e-01,-1.361511682068175522e-01,1.967286969643139601e-03
2.042365122719404553e+02,3.271606031657234439e+02,4.806983654837030939e-01,-1.389692046232689771e-01,1.446358835271273173e-03
2.083304174256245460e+02,3.271213551767035028e+02,8.152081282507400717e-01,-1.426556698240110388e-01,1.304460040495032365e-03
2.125063845927112425e+02,3.267533838183970261e+02,5.985807874485699065e-01,-1.456804265677615340e-01,1.601373921764492328e-03
2.167660586999369912e+02,3.273479308120320752e+02,7.970482606337024878e-01,-1.471226700220722439e-01,1.588166434722935614e-03
2.211111176464678749e+02,3.265740586119974296e+02,6.867071917999980624e-01,-1.511544501919905026e-01,2.516689101839357599e-03
2.255432729648295833e+02,3.265485684802130777e+02,1.000037995577770289e+00,-1.528084699677857150e-01,2.430178898674258126e-03
2.300642704950853670e+02,3.263637767019999387e+02,6.378415178212413217e-01,-1.581919484914374174e-01,2.569030044674862259e-03
2.346758910725280316e+02,3.266826601298345167e+02,5.355227096182137991e-01,-1.594083082579162425e-01,2.245916868634045913e-03
2.393799512291566600e+02,3.260325114341577546e+02,5.921087026850476720e-01,-1.624653856361393256e-01,1.747753341915646297e-03
2.441783039092143213e+02,3.258495528004357880e+02,7.681068783865481198e-01,-1.670091193106627292e-01,3.057623178287713350e-03
2.490728391990686248e+02,3.255609593028183895e+02,7.146138345679544646e-01,-1.683277640096224881e-01,1.998660692266571951e-03
2.540654850717228328e+02,3.255534584322580827e+02,5.561220068853527376e-01,-1.716579929509358116e-01,1.870660637960626068e-03
2.591582081462505585e+02,3.253939495877966124e+02,4.475084956480023246e-01,-1.761505254813729715e-01,2.870569801693307558e-03
2.643530144624531886e+02,3.249784343875406876e+02,6.181737372657689633e-01,-1.784915269246689640e-01,1.284862836880962429e-03
2.696519502710453935e+02,3.244311731750196373e+02,4.474589573165772549e-01,-1.824552046188564203e-01,1.840373586796751780e-03
2.750571028396797146e+02,3.245230868390326577e+02,4.561077955412378149e-01,-1.865370620002936852e-01,1.893282661964392844e-03
2.805706012751284106e+02,3.245358225945670938e+02,5.500536943674830814e-01,-1.890996654524300935e-01,2.073707661746906992e-03
2.861946173619436991e+02,3.240854816722832652e+02,5.353202694942792439e-01,-1.950401951081559004e-01,1.955578257440189743e-03
